country,year,maternal_education_standardized,u5mr_standardized,prop_urban_standardized,vitA_standardized,incidence_standardized,mcv1_standardized
SUR,2011,0.497813565,-0.803255416,0.869198013,-0.960338759,0.701689275,-2.358068791
SVK,2011,1.60661465,-1.041006872,0.337938261,-0.20292687,0.407166997,-2.358068791
SVN,2011,1.809703644,-1.09703747,0.269066277,-0.371958962,0.358308805,-2.358068791
SWZ,2011,0.422163416,-0.032456111,-1.083414584,-0.105493932,0.913801835,-2.358068791
SYC,2011,1.193897811,-0.928945676,0.30657171,-0.806223811,0.593270628,-2.358068791
SYR,2011,0.83018322,-0.839599588,0.345107758,-0.798335215,0.847641165,-2.358068791
TCD,2011,-1.347778613,1.032125249,-1.112361429,1.074077612,1.115285371,-2.358068791
TGO,2011,-0.600349705,0.161379471,-0.396397503,0.933090391,0.97627249,-2.358068791
THA,2011,0.762047865,-0.947117762,-0.09769832,-0.585550338,0.426758005,-2.358068791
TJK,2011,0.938050217,-0.517045065,-0.912198026,-0.212341255,0.885743019,-2.358068791
TKM,2011,0.812854274,-0.50038732,0.087229901,-0.820658904,0.775174068,-2.358068791
TLS,2011,-0.204304903,-0.253549821,-0.842385046,-0.347684159,0.894136518,-2.358068791
TON,2011,0.930973652,-0.948632103,-1.050121231,-0.368864548,0.885129563,-2.358068791
TTO,2011,1.261433123,-0.8138558,0.311769596,-1.09292359,0.543705576,-2.358068791
TUN,2011,0.401197553,-0.871400738,0.898861808,-1.408165868,0.626828044,-2.358068791
TUR,2011,0.908941369,-0.888058483,1.098890783,-0.65241868,0.601120622,-2.358068791
TUV,2011,0.595360327,-0.688165539,0.400088841,-0.357483005,0.858242743,-2.358068791
TZA,2011,-0.10768319,-0.108173135,-0.810167117,0.196047168,1.009858688,-2.358068791
UGA,2011,-0.061028932,-0.059714239,-1.208970406,0.223742398,1.128584469,-2.358068791
UKR,2011,1.892350643,-0.974375891,0.977322994,-1.412500298,0.411096319,-2.358068791
UZB,2011,1.479956289,-0.744196137,0.191411659,-0.894077857,0.717761253,-2.358068791
VCT,2011,0.583425476,-0.853228652,0.111023671,-1.009135199,0.657896229,-2.358068791
VEN,2011,0.647018353,-0.883515462,1.847475923,-0.764471311,0.6816596,-2.358068791
VNM,2011,0.697550446,-0.800226735,-0.707912162,-0.605338978,0.592341472,-2.358068791
VUT,2011,0.046696005,-0.700280263,-1.000024368,0.102248743,0.919982493,-2.358068791
WSM,2011,0.925981998,-0.853228652,-1.21080759,-0.248996644,0.92630689,-2.358068791
YEM,2011,-0.900111126,-0.258092842,-0.650376945,0.211959579,0.947611466,-2.358068791
ZAF,2011,0.982276285,-0.453442765,0.711020978,-0.30209117,0.721818092,-2.358068791
ZMB,2011,0.31295342,0.019031466,-0.31488928,0.622920272,1.041157775,-2.358068791
ZWE,2011,0.640309308,0.079605085,-0.621206053,0.189125831,1.009424316,-2.358068791
AFG,2012,-1.215451173,0.072033383,-1.017992921,0.078653161,1.078340621,-2.358068791
AGO,2012,-0.462279284,0.447589822,0.644792747,0.066936013,1.057323141,-2.358068791
ALB,2012,0.957671688,-0.974375891,0.333905419,0.087948709,0.49810154,-2.358068791
ARE,2012,1.730505518,-1.019806105,1.696961289,-1.07632714,0.492886404,-2.358068791
ARM,2012,1.483326083,-0.895630186,0.733156801,-1.504880022,0.571856403,-2.358068791
ATG,2012,1.172834866,-1.007691381,-0.956783337,-1.173537376,0.517717006,-2.358068791
AZE,2012,1.241400274,-0.651821368,0.313875636,-0.858660066,0.675477958,-2.358068791
BDI,2012,-0.942804676,0.072033383,-1.59899106,0.130395091,1.150017614,-2.358068791
BEN,2012,-0.976840072,0.436989439,-0.123374083,1.109416974,1.025347701,-2.358068791
BFA,2012,-1.401023219,0.559651018,-0.945984282,0.969010574,1.082696662,-2.358068791
BGD,2012,-0.327155097,-0.47161485,-0.667001217,-0.510082607,0.732053768,-2.358068791
BGR,2012,1.548097043,-0.995576657,1.169375904,-0.030378103,0.410256403,-2.358068791
BHR,2012,0.641749281,-1.022834786,1.876781243,-1.106481513,0.501253827,-2.358068791
BHS,2012,1.516431811,-0.918345293,1.597618941,-1.218439242,0.526538183,-2.358068791
BIH,2012,1.208032545,-1.042521212,-0.030439474,-0.079996079,0.408269442,-2.358068791
BLR,2012,1.729404225,-1.069779341,1.291346977,-1.443752166,0.447567158,-2.358068791
BLZ,2012,0.492078624,-0.875943759,-0.073142792,-1.134549198,0.732287293,-2.358068791
BOL,2012,0.587194045,-0.583676046,0.915754936,-0.96381755,0.795437675,-2.358068791
BRA,2012,0.527138354,-0.883515462,1.704758117,-0.1436794,0.539189952,-2.358068791
BRB,2012,1.574939676,-0.921373974,-0.686717335,-1.157249397,0.457016654,-2.358068791
BTN,2012,-0.938080738,-0.568532641,-0.470825847,-0.38034821,0.67373452,-2.358068791
BWA,2012,0.511296903,-0.37469706,0.801625501,-0.145354554,0.842193513,-2.358068791
CAF,2012,-0.96380282,0.918549713,-0.335636013,0.686501076,1.146936299,-2.358068791
CHN,2012,0.66987527,-0.93954606,0.218969415,-1.001355009,0.488839999,-2.358068791
CIV,2012,-0.811836651,0.371872798,0.05796939,0.628508574,1.022643682,-2.358068791
CMR,2012,0.070708533,0.390044884,0.26395801,0.899349784,1.032346421,-2.358068791
COD,2012,-0.034376249,0.462733227,-0.25972896,0.920511848,1.149661822,-2.358068791
COG,2012,0.513511205,-0.267178885,0.774784695,1.011259878,1.011984753,-2.358068791
COK,2012,1.42723473,-0.698878096,0.03003673,-0.77023427,0.61499967,-2.358068791
COL,2012,0.606962419,-0.885029802,1.42595429,-1.064385601,0.5767833,-2.358068791
COM,2012,-0.114350864,0.058404318,-0.840413434,0.604260458,0.950996061,-2.358068791
CPV,2012,-0.307069687,-0.780540309,0.71438168,-1.472497281,0.741769601,-2.358068791
CRI,2012,0.826830001,-0.994062317,1.212885791,-1.064734646,0.546737133,-2.358068791
CUB,2012,1.268932153,-1.051607255,1.339920322,-1.308323472,0.432703583,-2.358068791
CZE,2012,1.605390809,-1.095523129,1.179323582,-0.257844959,0.391502154,-2.358068791
DJI,2012,-0.674516446,-0.050628196,1.355917263,-0.909810996,0.804131701,-2.358068791
DMA,2012,1.788873032,-0.733595754,0.977143757,-1.154323392,0.549925291,-2.358068791
DOM,2012,0.707007491,-0.613962856,1.29605196,-0.814992896,0.725271378,-2.358068791
DZA,2012,0.254782581,-0.747224818,0.987449909,-1.044825437,0.794839752,-2.358068791
ECU,2012,0.948654677,-0.882001121,0.721864843,-0.625429029,0.702157848,-2.358068791
EGY,2012,0.845781915,-0.745710478,-0.176204316,-1.12026105,0.82141006,-2.358068791
ERI,2012,-0.740473231,-0.368639698,-0.452297969,0.532615828,0.976154904,-2.358068791
EST,2012,1.80705747,-1.084922746,0.945284303,-1.473787102,0.454026949,-2.358068791
ETH,2012,-1.018680073,-0.03094177,-1.286849071,1.353760124,0.994869913,-2.358068791
FJI,2012,1.204753984,-0.788112011,0.283091606,-0.685078856,0.785007003,-2.358068791
FSM,2012,0.626615919,-0.665450432,-1.100262903,0.39409245,0.82088676,-2.358068791
GAB,2012,0.557185462,-0.279293609,1.781426929,-0.291055215,0.881914822,-2.358068791
GEO,2012,1.727891448,-0.960746826,0.422314283,-0.829067277,0.592621269,-2.358068791
GHA,2012,0.239683793,-0.194490542,0.232770697,0.950390058,0.939926221,-2.358068791
GIN,2012,-1.08218816,0.567222721,-0.565642449,0.683077083,1.02574316,-2.358068791
GMB,2012,-0.734036616,-0.118773518,0.458251388,0.864211577,1.037735114,-2.358068791
GNB,2012,-1.028355185,0.433960758,-0.267525788,1.503769862,1.001802788,-2.358068791
GNQ,2012,0.778313744,0.424874715,0.991258705,-0.158598236,0.978411304,-2.358068791
GRD,2012,0.724195106,-0.90925925,-0.493320145,-0.992466557,0.649531639,-2.358068791
GTM,2012,-0.252806127,-0.65939307,0.095071539,-0.837728688,0.84470798,-2.358068791
GUY,2012,0.915618762,-0.600333792,-0.917619958,-0.882285898,0.776304733,-2.358068791
HND,2012,-0.077547595,-0.818398821,0.283360463,-0.955105946,0.763451968,-2.358068791
HRV,2012,1.537476188,-1.06523632,0.386601224,-0.092744502,0.396898468,-2.358068791
HTI,2012,-0.283914859,0.00085938,0.116445603,-0.093889023,0.881465815,-2.358068791
HUN,2012,1.405528889,-1.057664617,1.02163945,-0.19844044,0.326754624,-2.358068791
IDN,2012,0.633527329,-0.671507794,0.197057638,0.037380382,0.705898312,-2.358068791
IND,2012,-0.077468535,-0.356524974,-0.683087777,0.555606617,0.742646769,-2.358068791
IRN,2012,0.542513855,-0.87897244,1.114708487,-1.308086476,0.641989142,-2.358068791
IRQ,2012,0.500631766,-0.647278346,1.010616348,-0.6101288,0.893246909,-2.358068791
JAM,2012,1.34612672,-0.886544143,0.325033166,-1.183875233,0.567766548,-2.358068791
JOR,2012,1.491005031,-0.856257333,1.850926244,-0.602016387,0.851495631,-2.358068791
KAZ,2012,1.367564824,-0.897144526,0.452336553,-0.209740296,0.741030653,-2.358068791
KEN,2012,0.38747261,-0.324723824,-1.008314099,0.891530753,0.934150225,-2.358068791
KGZ,2012,1.401398652,-0.748739159,-0.513305118,-0.806110271,0.88071319,-2.358068791
KHM,2012,-0.502762269,-0.573075663,-1.157932547,-0.548655362,0.772666504,-2.358068791
KIR,2012,0.739603217,-0.203576585,0.098745906,0.596906713,0.929818929,-2.358068791
KNA,2012,1.302112383,-0.880486781,-0.70871873,-1.172204547,0.558286512,-2.358068791
KWT,2012,1.402781663,-0.998605338,2.380348812,-1.184774531,0.35150203,-2.358068791
LAO,2012,-0.492921384,-0.206605266,-0.69966724,0.140984179,0.834726349,-2.358068791
LBN,2012,1.347320474,-1.00314836,1.826325906,-1.108189824,0.579672478,-2.358068791
LBR,2012,-0.395100919,0.28252671,0.076386037,0.469137091,1.04545579,-2.358068791
LBY,2012,1.062419652,-0.916830952,1.417485321,-1.135649534,0.99552603,-2.358068791
LCA,2012,0.859911614,-0.835056566,-1.273854357,-1.081324873,0.460759615,-2.358068791
LKA,2012,0.937194797,-0.986490615,-1.285235934,-0.465491592,0.634545797,-2.358068791
LSO,2012,0.501244515,0.259811603,-0.948807272,0.753902346,0.916494917,-2.358068791
LTU,2012,1.965247194,-1.06523632,0.895545916,-1.469111231,0.454201244,-2.358068791
LVA,2012,1.883812604,-1.044035553,0.941833983,-1.468513327,0.422293184,-2.358068791
MAR,2012,-0.517254972,-0.722995371,0.549528051,-0.247075757,0.723108108,-2.358068791
MDA,2012,1.819918685,-0.894115845,-0.193590347,-1.399300778,0.642437464,-2.358068791
MDG,2012,0.044167268,-0.162689392,-0.611706469,0.440882027,0.946025606,-2.358068791
MDV,2012,-0.314397582,-0.960746826,-0.430676662,-1.116270611,0.560466224,-2.358068791
MEX,2012,0.558678451,-0.872915078,1.41269072,-0.281702209,0.667122683,-2.358068791
MHL,2012,0.632974837,-0.570046982,1.237620557,0.356711579,0.960882594,-2.358068791
MKD,2012,1.342432187,-0.991033636,0.459147575,-0.242588096,0.430751256,-2.358068791
MLI,2012,-1.300063954,0.688369959,-0.415799955,0.80925293,1.11526162,-2.358068791
MMR,2012,-0.176431928,-0.256578502,-0.789196337,-0.493257375,0.692797026,-2.358068791
MNE,2012,1.759365501,-1.060693298,0.803238637,-0.156308037,0.500576794,-2.358068791
MNG,2012,0.836469203,-0.798712395,0.947793627,-0.281875614,0.766810434,-2.358068791
MOZ,2012,-0.817257751,0.31432786,-0.628778835,0.788940705,1.045887458,-2.358068791
MRT,2012,-0.263680996,0.226496112,0.068185924,0.374752314,0.961826567,-2.358068791
MUS,2012,0.781670824,-0.918345293,-0.24852662,-1.113597796,0.456276922,-2.358068791
MWI,2012,-0.136879465,-0.073343304,-1.392061444,0.696756566,1.017050818,-2.358068791
MYS,2012,0.846538238,-1.022834786,1.138009353,-1.339469907,0.57965231,-2.358068791
NAM,2012,0.537622472,-0.379240081,-0.142731725,-0.686149165,0.910994659,-2.358068791
NER,2012,-1.479183968,0.494534377,-1.374137701,0.961897652,1.184330134,-2.358068791
NGA,2012,-0.024172509,0.841318348,-0.073142792,0.387967054,1.090767068,-2.358068791
NIC,2012,0.138106135,-0.810827119,0.467392497,-1.267567727,0.763749634,-2.358068791
NIU,2012,1.412043432,-0.698878096,0.03003673,-0.730779015,1.149434367,-2.358068791
NPL,2012,-0.692294218,-0.515530724,-1.31830524,-0.214025719,0.793089457,-2.358068791
NRU,2012,0.925542327,-0.598819451,2.380348812,-0.378019235,1.009692476,-2.358068791
OMN,2012,0.785317866,-0.97134721,1.375006049,-1.115358843,0.220435024,-2.358068791
PAK,2012,-0.565742248,0.109891895,-0.513977259,-0.148461678,0.972574086,-2.358068791
PAN,2012,1.155587912,-0.860800355,0.845225006,-1.116341979,0.685604269,-2.358068791
PER,2012,0.811039462,-0.872915078,1.340950937,-0.733181707,0.735074294,-2.358068791
PHL,2012,1.123588865,-0.676050816,-0.052261631,0.183858198,0.804799137,-2.358068791
PLW,2012,1.519289512,-0.8138558,1.313617228,-0.713796475,0.6088581,-2.358068791
PNG,2012,-0.856641326,-0.308066078,-1.518871928,-0.835124319,0.84544401,-2.358068791
POL,2012,1.555233821,-1.062207639,0.617279801,-0.311909446,0.39457946,-2.358068791
PRK,2012,0.923907706,-0.754796521,0.621043787,-0.670523281,0.481360821,-2.358068791
PRY,2012,0.745720433,-0.771454266,0.58380721,-0.076707858,0.741340163,-2.358068791
QAT,2012,1.249008906,-1.012234403,2.321962218,-1.196460353,0.374838564,-2.358068791
ROU,2012,1.449834275,-0.974375891,0.317953287,-0.262123667,0.446207127,-2.358068791
RUS,2012,1.937765709,-0.995576657,1.20594034,-1.428074601,0.477521921,-2.358068791
RWA,2012,-0.492090368,-0.3126091,-1.34138206,0.013391064,0.958644032,-2.358068791
SAU,2012,0.67717138,-0.980433253,1.597081229,-1.186453403,0.679357341,-2.358068791
SDN,2012,-0.057290449,-0.058199899,-0.606374156,-0.492747993,1.014238449,-2.358068791
SEN,2012,-1.00643999,-0.255064161,-0.101955209,0.773664126,1.001556328,-2.358068791
SLB,2012,-0.403282758,-0.766911245,-1.160934774,-0.34440008,0.939008252,-2.358068791
SLE,2012,-0.909921,1.086641506,-0.324254436,0.577691295,1.020202016,-2.358068791
SLV,2012,0.185354215,-0.8774581,0.910019338,-0.475277106,0.703526065,-2.358068791
SOM,2012,-0.98983218,1.094213209,-0.238399705,0.986519354,1.194341783,-2.358068791
SRB,2012,1.756865535,-1.036463851,0.37987982,-0.000414659,0.35006562,-2.358068791
STP,2012,-0.019110859,-0.686651199,0.908809486,0.980673257,1.048635642,-2.358068791
SUR,2012,0.527199382,-0.810827119,0.866150976,-0.973361469,0.703278462,-2.358068791
SVK,2012,1.624525585,-1.044035553,0.331664951,-0.209842168,0.414871583,-2.358068791
SVN,2012,1.833743355,-1.100066151,0.279148383,-0.374418953,0.380046732,-2.358068791
SWZ,2012,0.457027747,-0.144517306,-1.07673799,-0.116396649,0.924077989,-2.358068791
SYC,2012,1.230955133,-0.925916995,0.324495453,-0.814672459,0.606701021,-2.358068791
SYR,2012,0.872234207,-0.583676046,0.299178166,-0.806813666,0.921061928,-2.358068791
TCD,2012,-1.325347297,0.97306597,-1.108418206,1.038149779,1.128237815,-2.358068791
TGO,2012,-0.56318428,0.120492278,-0.373365493,0.88881611,0.981551987,-2.358068791
THA,2012,0.809094344,-0.956203805,-0.06422573,-0.626158929,0.43322145,-2.358068791
TJK,2012,0.957078501,-0.53370281,-0.911122601,-0.234946051,0.90172956,-2.358068791
TKM,2012,0.835666576,-0.507959022,0.102913177,-0.834739319,0.802260062,-2.358068791
TLS,2012,-0.151376495,-0.291408333,-0.82674658,-0.363712081,0.893379946,-2.358068791
TON,2012,0.966859434,-0.950146443,-1.050479706,-0.380856567,0.89886156,-2.358068791
TTO,2012,1.287918981,-0.822941842,0.304376052,-1.099641996,0.548707252,-2.358068791
TUN,2012,0.458589939,-0.875943759,0.911408428,-1.407425067,0.658865451,-2.358068791
TUR,2012,0.964297957,-0.904716229,1.124521736,-0.675081863,0.606320284,-2.358068791
TUV,2012,0.643678116,-0.704823285,0.445256674,-0.372357502,0.858059703,-2.358068791
TZA,2012,-0.074235042,-0.15511769,-0.779024613,0.174165435,1.016359478,-2.358068791
UGA,2012,-0.016004433,-0.133916923,-1.185400683,0.222874326,1.120243352,-2.358068791
UKR,2012,1.91356287,-0.981947593,0.981490265,-1.414053262,0.427698458,-2.358068791
UZB,2012,1.508843776,-0.774482947,0.186930724,-0.911109225,0.722528892,-2.358068791
VCT,2012,0.61647282,-0.862314695,0.128857795,-1.01433905,0.662420371,-2.358068791
VEN,2012,0.672130959,-0.882001121,1.848148063,-0.777294912,0.686407988,-2.358068791
VNM,2012,0.731800821,-0.804769757,-0.677800273,-0.644135868,0.6021487,-2.358068791
VUT,2012,0.081102207,-0.700280263,-0.995543432,0.09128792,0.937207641,-2.358068791
WSM,2012,0.957618721,-0.854742993,-1.22124817,-0.263838607,0.940376052,-2.358068791
YEM,2012,-0.854653814,-0.253549821,-0.623760187,0.1911446,0.962953616,-2.358068791
ZAF,2012,1.015624938,-0.515530724,0.734590701,-0.291382961,0.735008941,-2.358068791
ZMB,2012,0.355135141,-0.012769684,-0.292350173,0.577742111,1.049178056,-2.358068791
ZWE,2012,0.672618667,-0.050628196,-0.629316547,0.165341872,1.013956983,-2.358068791
AFG,2013,-1.18123082,0.020545806,-1.008448528,0.054346941,1.088110118,-2.358068791
AGO,2013,-0.403051288,0.347643351,0.677682816,0.03277826,1.048019608,-2.358068791
ALB,2013,0.977020094,-0.986490615,0.38126891,0.075631137,0.488392214,-2.358068791
ARE,2013,1.764921889,-1.022834786,1.711165855,-1.07671796,0.483060083,-2.358068791
ARM,2013,1.504109565,-0.907744909,0.72975129,-1.50557496,0.582115425,-2.358068791
ATG,2013,1.203217192,-1.015263084,-0.964669785,-1.177873189,0.4890241,-2.358068791
AZE,2013,1.265190249,-0.685136859,0.325615687,-0.871834382,0.671024483,-2.358068791
BDI,2013,-0.905898366,-0.00065496,-1.586085965,0.132230735,1.136286384,-2.358068791
BEN,2013,-0.94307914,0.402159608,-0.100207644,1.0666114,1.020526385,-2.358068791
BFA,2013,-1.384372271,0.496048718,-0.920039664,0.937764455,1.072335085,-2.358068791
BGD,2013,-0.281505943,-0.504930341,-0.632542821,-0.538734507,0.711210937,-2.358068791
BGR,2013,1.560415814,-1.00314836,1.184521467,-0.045894919,0.396088863,-2.358068791
BHR,2013,0.699562821,-1.025863467,1.880052326,-1.109008319,0.452395774,-2.358068791
BHS,2013,1.54218418,-0.922888314,1.60048674,-1.221805436,0.50682415,-2.358068791
BIH,2013,1.230340728,-1.045549893,-0.016100479,-0.090718215,0.396108199,-2.358068791
BLR,2013,1.755144577,-1.074322363,1.313841275,-1.44744055,0.454234785,-2.358068791
BLZ,2013,0.520798736,-0.888058483,-0.071529655,-1.14165009,0.726356262,-2.358068791
BOL,2013,0.614485999,-0.615477196,0.93296173,-0.973467982,0.781865266,-2.358068791
BRA,2013,0.563401258,-0.891087164,1.717573593,-0.140297863,0.523762988,-2.358068791
BRB,2013,1.600413365,-0.922888314,-0.692273695,-1.158965205,0.44256685,-2.358068791
BTN,2013,-0.905739187,-0.59579077,-0.435964166,-0.392337054,0.65624007,-2.358068791
BWA,2013,0.546423385,-0.392869145,0.837652225,-0.16060451,0.833604326,-2.358068791
CAF,2013,-0.924970554,0.862519115,-0.323313439,0.683386647,1.14406143,-2.358068791
CHN,2013,0.720362536,-0.954689464,0.274891494,-1.003933341,0.493329053,-2.358068791
CIV,2013,-0.782167961,0.324928243,0.07683413,0.607707108,1.007378394,-2.358068791
CMR,2013,0.111338119,0.320385222,0.291022863,0.859071089,1.019651573,-2.358068791
COD,2013,0.028471024,0.40821697,-0.23530786,0.871922662,1.147129693,-2.358068791
COG,2013,0.568205833,-0.292922674,0.795307381,0.971170427,1.009184156,-2.358068791
COK,2013,1.454317777,-0.712394987,0.045717018,-0.780771386,0.657274641,-2.358068791
COL,2013,0.641502052,-0.892601505,1.442085659,-1.054191957,0.563868307,-2.358068791
COM,2013,-0.060610024,0.020545806,-0.835932498,0.578237999,0.938717131,-2.358068791
CPV,2013,-0.258869717,-0.803255416,0.736607122,-1.473929709,0.712427783,-2.358068791
CRI,2013,0.848682208,-0.998605338,1.258770574,-1.07397799,0.532021452,-2.358068791
CUB,2013,1.299399027,-1.054635936,1.341981552,-1.309244274,0.421643754,-2.358068791
CZE,2013,1.62222271,-1.09703747,1.183490852,-0.258679967,0.380415197,-2.358068791
DJI,2013,-0.642490789,-0.082429346,1.359681249,-0.913507561,0.789737437,-2.358068791
DMA,2013,1.815836932,-0.713909328,0.990452136,-1.157699581,0.538373671,-2.358068791
DOM,2013,0.736250325,-0.613962856,1.338486422,-0.824470678,0.712315654,-2.358068791
DZA,2013,0.312663884,-0.75328218,1.017068895,-1.05479228,0.79937002,-2.358068791
ECU,2013,0.981377619,-0.892601505,0.728003725,-0.642498572,0.682249239,-2.358068791
EGY,2013,0.916683285,-0.760853883,-0.178579212,-1.127874853,0.825609626,-2.358068791
ERI,2013,-0.700729163,-0.394383486,-0.405597798,0.513219173,0.964509224,-2.358068791
EST,2013,1.82771523,-1.089465767,0.951916088,-1.474021988,0.438776044,-2.358068791
ETH,2013,-0.983665374,-0.090001049,-1.268253187,1.31842419,0.976928002,-2.358068791
FJI,2013,1.238140275,-0.78508333,0.305944379,-0.691645693,0.775060749,-2.358068791
FSM,2013,0.660078983,-0.679079497,-1.098873813,0.382126669,0.804375003,-2.358068791
GAB,2013,0.61541923,-0.3126091,1.804817414,-0.311918223,0.869059212,-2.358068791
GEO,2013,1.74599215,-0.97134721,0.439431457,-0.839536789,0.591764568,-2.358068791
GHA,2013,0.286686121,-0.238406416,0.263017014,0.907571855,0.933772459,-2.358068791
GIN,2013,-1.054582048,0.53239289,-0.552647735,0.656116281,1.017280447,-2.358068791
GMB,2013,-0.687663362,-0.159660711,0.490290079,0.839379434,1.027344878,-2.358068791
GNB,2013,-0.997396164,0.365815436,-0.249512426,1.474517487,0.991846638,-2.358068791
GNQ,2013,0.854632648,0.373387139,1.015634996,-0.193033676,0.968389624,-2.358068791
GRD,2013,0.75601194,-0.904716229,-0.492110292,-0.997726148,0.643495529,-2.358068791
GTM,2013,-0.223255349,-0.679079497,0.109007249,-0.848215695,0.834321815,-2.358068791
GUY,2013,0.944182587,-0.613962856,-0.917619958,-0.891487593,0.757235459,-2.358068791
HND,2013,-0.052948011,-0.830513545,0.312755402,-0.962110721,0.745880398,-2.358068791
HRV,2013,1.557222322,-1.06675066,0.395563096,-0.100541838,0.390658864,-2.358068791
HTI,2013,-0.249692649,-0.027913089,0.160493202,-0.119078631,0.868524996,-2.358068791
HUN,2013,1.421704745,-1.059178958,1.033962023,-0.19931501,0.322077923,-2.358068791
IDN,2013,0.674999823,-0.68967988,0.227483193,0.025711515,0.696619691,-2.358068791
IND,2013,-0.029932521,-0.401955188,-0.666553124,0.546655545,0.722441026,-2.358068791
IRN,2013,0.60688959,-0.889572824,1.13890554,-1.30734623,0.652208281,-2.358068791
IRQ,2013,0.572348389,-0.663936092,1.017920273,-0.633958235,0.866789058,-2.358068791
JAM,2013,1.376314756,-0.894115845,0.334801606,-1.185638846,0.551395045,-2.358068791
JOR,2013,1.540615586,-0.865343376,1.89304704,-0.619858547,0.644290559,-2.358068791
KAZ,2013,1.393837284,-0.922888314,0.455607636,-0.220213646,0.737869637,-2.358068791
KEN,2013,0.421233252,-0.351981952,-0.989583788,0.884848364,0.91474601,-2.358068791
KGZ,2013,1.426691558,-0.769939926,-0.509093039,-0.809643048,0.879706382,-2.358068791
KHM,2013,-0.468601901,-0.609419834,-1.140994609,-0.572073307,0.768355749,-2.358068791
KIR,2013,0.778730328,-0.223263011,0.136609814,0.584515969,0.922509806,-2.358068791
KNA,2013,1.33169106,-0.882001121,-0.713110047,-1.175337207,0.549148008,-2.358068791
KWT,2013,1.458301311,-1.0046627,2.380348812,-1.191020289,0.303969059,-2.358068791
LAO,2013,-0.459297709,-0.25052114,-0.67242315,0.113654747,0.817180051,-2.358068791
LBN,2013,1.414528278,-1.007691381,1.833226547,-1.114725243,0.37984721,-2.358068791
LBR,2013,-0.348227451,0.249211219,0.094399399,0.432185098,1.055318003,-2.358068791
LBY,2013,1.137569754,-0.925916995,1.428418804,-1.132673331,0.800992971,-2.358068791
LCA,2013,0.890643172,-0.827484864,-1.273361454,-1.084266717,0.455432984,-2.358068791
LKA,2013,0.975446709,-0.995576657,-1.285146315,-0.492271474,0.630422977,-2.358068791
LSO,2013,0.534060959,0.258297262,-0.931017956,0.721283113,0.911317838,-2.358068791
LTU,2013,1.981079061,-1.068265001,0.901012657,-1.469685976,0.453193908,-2.358068791
LVA,2013,1.902068914,-1.053121596,0.943088645,-1.469699259,0.419148,-2.358068791
MAR,2013,-0.472715781,-0.745710478,0.574531673,-0.267005044,0.714685923,-2.358068791
MDA,2013,1.845318658,-0.897144526,-0.194979437,-1.40003723,0.644518923,-2.358068791
MDG,2013,0.084997903,-0.194490542,-0.582535577,0.422846646,0.930433956,-2.358068791
MDV,2013,-0.276892055,-0.97286155,-0.41194635,-1.126406782,0.536888975,-2.358068791
MEX,2013,0.586539614,-0.882001121,1.425864671,-0.278855388,0.656022361,-2.358068791
MHL,2013,0.666777894,-0.580647365,1.257695149,0.337127809,0.940408314,-2.358068791
MKD,2013,1.365466363,-0.983461934,0.462015374,-0.256840139,0.425820384,-2.358068791
MLI,2013,-1.278301564,0.621738978,-0.379997278,0.78265731,1.106104843,-2.358068791
MMR,2013,-0.142159024,-0.292922674,-0.78063775,-0.519429552,0.680544215,-2.358068791
MNE,2013,1.78065575,-1.069779341,0.818160154,-0.168994529,0.487740268,-2.358068791
MNG,2013,0.854942627,-0.818398821,0.950795854,-0.293838346,0.779957762,-2.358068791
MOZ,2013,-0.777602064,0.253754241,-0.605746825,0.756201037,1.033897094,-2.358068791
MRT,2013,-0.216264867,0.184094579,0.108783203,0.345717716,0.960551482,-2.358068791
MUS,2013,0.821486057,-0.916830952,-0.25345565,-1.121199238,0.439194293,-2.358068791
MWI,2013,-0.091154109,-0.183890159,-1.385160803,0.661730319,0.997960812,-2.358068791
MYS,2013,0.884198002,-1.022834786,1.167359483,-1.342869474,0.577296945,-2.358068791
NAM,2013,0.57434337,-0.400440848,-0.095099378,-0.699812512,0.907276317,-2.358068791
NER,2013,-1.467145768,0.411245651,-1.374316938,0.938938698,1.178205731,-2.358068791
NGA,2013,0.019991685,0.81557456,-0.034069032,0.38327208,1.07938411,-2.358068791
NIC,2013,0.163854017,-0.824456183,0.476175131,-1.254102509,0.752679457,-2.358068791
NIU,2013,1.443642782,-0.712394987,0.045717018,-0.738678295,1.139019214,-2.358068791
NPL,2013,-0.647264584,-0.547331875,-1.302308299,-0.246269508,0.788023211,-2.358068791
NRU,2013,0.958579696,-0.612448515,2.380348812,-0.407060548,0.97711014,-2.358068791
OMN,2013,0.865812997,-0.97286155,1.434064783,-1.125428121,0.231311181,-2.358068791
PAK,2013,-0.523203471,0.076576404,-0.50479134,-0.148821794,0.958899181,-2.358068791
PAN,2013,1.18195233,-0.869886397,0.859160717,-1.125647555,0.677313295,-2.358068791
PER,2013,0.829504805,-0.885029802,1.349240668,-0.739725003,0.717314199,-2.358068791
PHL,2013,1.154107967,-0.682108178,-0.043703044,0.184927859,0.794577121,-2.358068791
PLW,2013,1.542895072,-0.822941842,1.34354988,-0.721183315,0.595156633,-2.358068791
PNG,2013,-0.835958525,-0.329266845,-1.519051165,-0.845230411,0.834484094,-2.358068791
POL,2013,1.579993652,-1.06523632,0.611678631,-0.323159398,0.383766893,-2.358068791
