country,year,maternal_education_standardized,mcv1_standardized,u5mr_standardized,prop_urban_standardized,vitA_standardized,incidence_standardized
HRV,2027,1.68477953942903,0.941243439453736,-1.0743223625689,0.464390270048968,-0.160844131469166,-2.28901610726053
HTI,2027,-0.0574167069527468,-0.100644633387984,-0.202062244567955,0.417340443845432,-0.178440443051047,-9.26227244711157
HUN,2027,1.5263713166355,1.08016184916597,-1.08189406498211,1.10973464812832,-0.251714736496242,-3.16010024663828
IDN,2027,0.925649478204153,0.698136222457335,-0.78356898990192,0.408064906679592,-0.00102484537592867,-0.74732268044228
IND,2027,0.275192827461454,0.941243439453736,-0.623048898742024,-0.555918818193424,0.49882855605102,-0.477331466211655
IRN,2027,0.975278276949123,1.08016184916597,-0.941060400096536,1.27763531363751,-1.30469395789714,-2.34940516960318
IRQ,2027,1.00117372251221,0.489758607888991,-0.748739158801188,1.06644880802107,-0.729976970582185,-1.72048456669975
JAM,2027,1.55313867365659,0.906513837025679,-0.936517378648614,0.408064906679592,-1.21202910249192,-9.26227244711157
JOR,2027,1.82547397171558,0.663406620029277,-0.909259249961085,1.98616088690447,-0.665569347455501,-2.3781371155503
KAZ,2027,1.53624727416199,0.941243439453736,-0.991033636023674,0.477743458819114,-0.300721818294572,-0.17523704809862
KEN,2027,0.652518070988368,0.732865824885392,-0.492815617234937,-0.868015998676878,0.851637275200069,-1.70925551332517
KGZ,2027,1.57667736186721,0.941243439453736,-0.86685771644715,-0.46096778797886,-0.830615623754541,-0.521260600460875
KHM,2027,-0.259503973220393,0.559217812745105,-0.741167456387985,-1.03390024306306,-0.644802295276041,-0.181536936214687
KIR,2027,0.998683700443125,0.906513837025679,-0.368639697658413,0.356534144647148,0.478461252773245,-0.1952635598805
KNA,2027,1.50216152120429,1.01070264430985,-0.910773590443725,-0.720503591189221,-1.20149320796076,-9.26227244711157
KWT,2027,1.75455250001591,1.01070264430985,-1.010720062298,2.38034881177353,-1.2234047150481,-2.07702357035643
LAO,2027,-0.26035699566367,0.524488210317048,-0.451928424203643,-0.503357440920331,-0.0476987387826776,-1.48603010004045
LBN,2027,1.75379190590571,0.489758607888991,-1.03494951002025,1.87660200588767,-1.13514104333299,-0.990042211434448
LBR,2027,-0.0446057450393299,0.274604485529807,0.073547723272623,0.212248010956304,0.282387249330287,-0.860528298204512
LBY,2027,1.55479534412274,0.177192186036475,-0.969832869266706,1.5017717237995,-1.10460927028767,-1.87643854648259
LCA,2027,1.07579316587804,0.975973041881793,-0.780540308936639,-1.26023231178121,-1.11887538608333,-9.26227244711157
LKA,2027,1.20707676215646,1.08016184916597,-1.03494951002025,-1.26780509333207,-0.628663769391786,-3.17730777877775
LSO,2027,0.726292004329671,0.76759542731345,0.232553473949879,-0.819711510441248,0.602295171148593,-0.359864213836779
LTU,2027,2.08385687344613,0.941243439453736,-1.08946576739531,0.939951989570992,-1.46943517441368,-0.628470448502688
LVA,2027,1.97849625443007,0.941243439453736,-1.08189406498211,0.956397024063085,-1.46996822919755,-3.3751236256531
MAR,2027,-0.159685852506322,1.08016184916597,-0.848685630655463,0.722133698927766,-0.372386136138197,-1.0413826902203
MDA,2027,1.98114223155114,0.941243439453736,-0.919859633339568,-0.186062374875343,-1.40353297499874,-0.919524970226121
MDG,2027,0.354358372170652,-0.447940657668557,-0.35803931427993,-0.404059902951726,0.326763103396499,-0.928755350879657
MDV,2027,-0.0608473734243904,1.08016184916597,-1.03797819098553,-0.297548058298579,-1.17375408212861,-1.82964518268813
MEX,2027,0.757767844586777,0.177192186036475,-0.930460016718052,1.50405700107224,-0.276766107858986,-4.57950002596933
MHL,2027,0.859782160336128,0.593947415173163,-0.665450432255959,1.36841907353119,0.208251921466377,-0.73438972148938
MKD,2027,1.50101984382331,0.941243439453736,-1.04100687195081,0.507676110156221,-0.328010240636556,-0.72501796638233
MLI,2027,-1.12378612276653,0.0730033787523025,0.282526709877017,-0.16769053797682,0.659385536824063,-0.667312564572304
MMR,2027,0.0773483093240726,0.559217812745105,-0.459500126616846,-0.7181286951999,-0.610161545823072,-0.673457093917974
MNE,2027,1.9015025080898,0.941243439453736,-1.10460917222171,0.908361391977189,-0.23329875853785,-9.26227244711157
MNG,2027,0.961387054336068,1.04543224673791,-0.901687547547882,0.97078082807388,-0.369723845277882,-2.01698662119205
MOZ,2027,-0.512060620800949,0.663406620029277,-0.0400278129254172,-0.463790777551072,0.532196642402292,-2.22421436799562
MRT,2027,0.102366843271462,0.246651390892589,-0.0385134724427767,0.341836675128329,0.19481128176209,-2.20562568133175
MUS,2027,1.05414978947381,1.08016184916597,-0.901687547547882,-0.273888717121943,-1.13688199577047,-0.988106586456374
MWI,2027,0.201435683695375,0.837054632169564,-0.52915978881831,-1.33103109787796,0.492207386416071,-2.01270004829965
MYS,2027,1.09337127040508,1.01070264430985,-1.01374874326328,1.33212349331704,-1.36156931309734,-1.77462447463065
NAM,2027,0.791607306111486,0.274604485529807,-0.509473362543983,0.186572248656661,-0.762566519722171,-1.01170491465947
NER,2027,-1.37769375940943,0.385569800604819,0.0720333827899824,-1.36047084627389,0.815459767950457,0.629400440157831
NGA,2027,0.312489214583257,-0.378481452812443,0.626281999436419,0.191725324859905,0.354563008727632,0.110463733782761
